Date,Team,Opp,BO,Pos,PA,H,2B,3B,HR,R,RBI,SB,CS
8/16/2018,LAA,@TEX,4,DH,4,1,0,0,0,1,1,0,0
8/15/2018,LAA,@SDP,9,PH,1,0,0,0,0,0,0,0,0
8/14/2018,LAA,@SDP,9,PH,1,0,0,0,0,0,0,1,0
8/13/2018,LAA,@SDP,9,PH,1,0,0,0,0,1,0,0,0
8/12/2018,LAA,OAK,3,DH,5,1,0,0,0,0,2,0,0
8/11/2018,LAA,OAK,3,DH,4,1,0,0,0,0,0,0,0
8/7/2018,LAA,DET,3,DH,5,2,0,0,1,2,3,1,0
8/6/2018,LAA,DET,5,DH,4,0,0,0,0,0,0,1,0
8/5/2018,LAA,@CLE,3,DH,5,2,1,0,0,0,1,0,0
8/4/2018,LAA,@CLE,3,DH,4,0,0,0,0,0,0,0,0
8/3/2018,LAA,@CLE,3,DH,5,4,0,0,2,3,3,1,0
8/2/2018,LAA,@TBR,8,PH,1,0,0,0,0,0,0,0,0
7/31/2018,LAA,@TBR,2,DH,5,1,0,0,0,0,0,0,0
7/29/2018,LAA,SEA,9,PH,1,0,0,0,0,0,0,0,0
7/28/2018,LAA,SEA,2,DH,5,1,1,0,0,0,0,0,0
7/27/2018,LAA,SEA,2,DH,4,0,0,0,0,0,0,0,0
7/26/2018,LAA,CHW,2,DH,5,0,0,0,0,0,0,0,0
7/25/2018,LAA,CHW,2,DH,5,1,0,0,1,1,2,0,0
7/24/2018,LAA,CHW,7,PH,1,0,0,0,0,0,0,0,0
7/23/2018,LAA,CHW,6,DH,4,1,0,0,1,1,1,0,0
7/22/2018,LAA,HOU,5,DH,5,1,0,0,0,2,0,0,0
7/21/2018,LAA,HOU,5,DH,4,2,2,0,0,0,0,0,0
7/20/2018,LAA,HOU,5,DH,3,0,0,0,0,0,0,0,0
7/15/2018,LAA,@LAD,9,PH,1,0,0,0,0,0,0,0,0
7/14/2018,LAA,@LAD,9,PH,1,0,0,0,0,0,0,0,0
7/13/2018,LAA,@LAD,7,PH,1,1,1,0,0,0,0,0,0
7/11/2018,LAA,SEA,1,PH,1,0,0,0,0,0,0,0,0
7/10/2018,LAA,SEA,6,DH,5,2,0,0,0,1,1,0,0
7/8/2018,LAA,LAD,7,PH,1,1,0,0,1,1,1,0,0
7/7/2018,LAA,LAD,6,DH,4,0,0,0,0,0,0,0,0
7/6/2018,LAA,LAD,6,DH,4,0,0,0,0,1,0,1,0
7/5/2018,LAA,@SEA,8,PH,1,0,0,0,0,0,0,0,0
7/4/2018,LAA,@SEA,6,DH,5,2,1,0,0,2,0,0,0
7/3/2018,LAA,@SEA,6,DH,4,0,0,0,0,0,0,0,0
6/6/2018,LAA,KCR,0,P,0,0,0,0,0,0,0,0,0
6/4/2018,LAA,KCR,9,PH,1,1,0,0,0,1,0,0,0
6/3/2018,LAA,TEX,5,DH,3,1,0,0,0,1,0,0,0
6/2/2018,LAA,TEX,6,DH,4,0,0,0,0,0,0,0,0
6/1/2018,LAA,TEX,5,DH,4,1,1,0,0,0,0,0,0
5/30/2018,LAA,@DET,0,P,0,0,0,0,0,0,0,0,0
5/27/2018,LAA,@NYY,4,DH,4,0,0,0,0,0,0,0,0
5/26/2018,LAA,@NYY,5,DH,5,0,0,0,0,0,1,0,0
5/25/2018,LAA,@NYY,5,DH,4,0,0,0,0,0,0,0,0
5/24/2018,LAA,@TOR,5,DH,5,2,2,0,0,2,0,0,0
5/23/2018,LAA,@TOR,5,DH,5,1,0,0,0,1,2,1,0
5/22/2018,LAA,@TOR,5,DH,4,0,0,0,0,0,0,0,0
5/20/2018,LAA,TBR,0,P,0,0,0,0,0,0,0,0,0
5/18/2018,LAA,TBR,5,DH,4,1,1,0,0,0,0,0,0
5/17/2018,LAA,TBR,5,DH,4,1,0,0,1,1,1,0,0
5/16/2018,LAA,HOU,2,DH,4,0,0,0,0,0,0,0,0
5/15/2018,LAA,HOU,2,DH,4,1,0,0,0,0,0,0,0
5/13/2018,LAA,MIN,0,P,0,0,0,0,0,0,0,0,0
5/11/2018,LAA,MIN,4,DH,4,1,0,0,0,0,0,0,0
5/10/2018,LAA,MIN,5,DH,4,2,1,0,1,1,2,0,0
5/9/2018,LAA,@COL,7,PH,1,1,0,0,0,0,0,0,0
5/8/2018,LAA,@COL,7,PH,1,0,0,0,0,0,0,0,0
5/6/2018,LAA,@SEA,0,P,0,0,0,0,0,0,0,0,0
5/4/2018,LAA,@SEA,5,DH,5,2,1,0,0,1,1,0,0
5/3/2018,LAA,BAL,5,DH,4,2,0,0,0,2,1,0,0
5/2/2018,LAA,BAL,5,DH,4,0,0,0,0,1,0,0,0
5/1/2018,LAA,BAL,5,DH,4,1,1,0,0,0,0,0,0
4/27/2018,LAA,NYY,5,DH,2,1,0,0,1,1,1,0,0
4/24/2018,LAA,@HOU,0,P,0,0,0,0,0,0,0,0,0
4/22/2018,LAA,SFG,4,DH,4,1,0,0,0,0,0,0,0
4/20/2018,LAA,SFG,6,DH,4,2,0,0,0,0,0,0,0
4/19/2018,LAA,BOS,6,DH,4,0,0,0,0,0,0,0,0
4/17/2018,LAA,BOS,0,P,0,0,0,0,0,0,0,0,0
4/13/2018,LAA,@KCR,7,DH,4,2,1,0,0,1,0,0,0
4/12/2018,LAA,@KCR,8,DH,5,1,0,1,0,0,3,0,0
4/11/2018,LAA,@TEX,8,DH,4,1,0,0,0,0,1,0,0
4/10/2018,LAA,@TEX,1,PH,1,0,0,0,0,0,0,0,0
4/8/2018,LAA,OAK,0,P,0,0,0,0,0,0,0,0,0
4/6/2018,LAA,OAK,8,DH,5,1,0,0,1,1,2,0,0
4/4/2018,LAA,CLE,8,DH,5,2,0,0,1,1,2,0,0
4/3/2018,LAA,CLE,8,DH,4,3,0,0,1,2,3,0,0
4/1/2018,LAA,@OAK,0,P,0,0,0,0,0,0,0,0,0
3/29/2018,LAA,@OAK,8,DH,5,1,0,0,0,0,0,0,0
